scale_factor;engine;query;cache_mode;run_index;elapsed_ms;record_count
SF3;gql;Q04;cold;20;3685,738;10
SF3;gql;Q04;cold;21;3633,329;10
SF3;gql;Q04;cold;22;3738,706;10
SF3;gql;Q04;cold;23;3682,245;10
SF3;gql;Q04;cold;24;3671,013;10
SF3;gql;Q04;cold;25;3658,326;10
SF3;gql;Q04;cold;26;3683,751;10
SF3;gql;Q04;cold;27;3754,036;10
SF3;gql;Q04;cold;28;3775,858;10
SF3;gql;Q04;cold;29;3666,158;10
SF3;gql;Q04;cold;30;3728,354;10
SF3;fuseki;Q05;cold;1;5271,851;10
SF3;fuseki;Q05;cold;2;5364,276;10
SF3;fuseki;Q05;cold;3;5357,422;10
SF3;fuseki;Q05;cold;4;5395,261;10
SF3;fuseki;Q05;cold;5;5389,333;10
SF3;fuseki;Q05;cold;6;5234,888;10
SF3;fuseki;Q05;cold;7;5356,865;10
SF3;fuseki;Q05;cold;8;5275,978;10
SF3;fuseki;Q05;cold;9;6143,412;10
SF3;fuseki;Q05;cold;10;5338,653;10
SF3;fuseki;Q05;cold;11;5503,973;10
SF3;fuseki;Q05;cold;12;5282,706;10
SF3;fuseki;Q05;cold;13;5292,139;10
SF3;fuseki;Q05;cold;14;5224,282;10
SF3;fuseki;Q05;cold;15;5391,419;10
SF3;fuseki;Q05;cold;16;5038,350;10
SF3;fuseki;Q05;cold;17;5593,829;10
SF3;fuseki;Q05;cold;18;5308,348;10
SF3;fuseki;Q05;cold;19;5208,950;10
SF3;fuseki;Q05;cold;20;5306,234;10
SF3;fuseki;Q05;cold;21;5441,803;10
SF3;fuseki;Q05;cold;22;5183,670;10
SF3;fuseki;Q05;cold;23;5293,015;10
SF3;fuseki;Q05;cold;24;5401,468;10
SF3;fuseki;Q05;cold;25;5320,272;10
SF3;fuseki;Q05;cold;26;5376,923;10
SF3;fuseki;Q05;cold;27;5337,512;10
SF3;fuseki;Q05;cold;28;5369,339;10
SF3;fuseki;Q05;cold;29;5364,780;10
SF3;fuseki;Q05;cold;30;5317,097;10
SF3;neo4j;Q05;cold;1;5066,677;10
SF3;neo4j;Q05;cold;2;5015,762;10
SF3;neo4j;Q05;cold;3;5078,194;10
SF3;neo4j;Q05;cold;4;4994,455;10
SF3;neo4j;Q05;cold;5;3370,028;10
SF3;neo4j;Q05;cold;6;4857,787;10
SF3;neo4j;Q05;cold;7;4767,306;10
SF3;neo4j;Q05;cold;8;5230,185;10
SF3;neo4j;Q05;cold;9;4970,859;10
SF3;neo4j;Q05;cold;10;4916,687;10
SF3;neo4j;Q05;cold;11;4655,654;10
SF3;neo4j;Q05;cold;12;4886,199;10
SF3;neo4j;Q05;cold;13;5008,010;10
SF3;neo4j;Q05;cold;14;4929,706;10
SF3;neo4j;Q05;cold;15;4865,976;10
SF3;neo4j;Q05;cold;16;4774,271;10
SF3;neo4j;Q05;cold;17;4918,955;10
SF3;neo4j;Q05;cold;18;4928,305;10
SF3;neo4j;Q05;cold;19;3443,482;10
SF3;neo4j;Q05;cold;20;4984,505;10
SF3;neo4j;Q05;cold;21;4809,955;10
SF3;neo4j;Q05;cold;22;4924,716;10
SF3;neo4j;Q05;cold;23;4896,321;10
SF3;neo4j;Q05;cold;24;5012,518;10
SF3;neo4j;Q05;cold;25;4836,023;10
SF3;neo4j;Q05;cold;26;5053,160;10
SF3;neo4j;Q05;cold;27;5083,695;10
SF3;neo4j;Q05;cold;28;5592,152;10
SF3;neo4j;Q05;cold;29;4984,434;10
SF3;neo4j;Q05;cold;30;4992,115;10
SF3;gql;Q05;cold;1;4893,674;10
SF3;gql;Q05;cold;2;5241,587;10
SF3;gql;Q05;cold;3;4905,893;10
SF3;gql;Q05;cold;4;4935,566;10
SF3;gql;Q05;cold;5;4925,491;10
SF3;gql;Q05;cold;6;5174,888;10
SF3;gql;Q05;cold;7;5136,095;10
SF3;gql;Q05;cold;8;5219,616;10
SF3;gql;Q05;cold;9;5143,880;10
SF3;gql;Q05;cold;10;5175,249;10
SF3;gql;Q05;cold;11;7429,046;10
SF3;gql;Q05;cold;12;5153,373;10
SF3;gql;Q05;cold;13;5332,324;10
SF3;gql;Q05;cold;14;5106,049;10
SF3;gql;Q05;cold;15;5244,070;10
SF3;gql;Q05;cold;16;5033,494;10
SF3;gql;Q05;cold;17;5026,167;10
SF3;gql;Q05;cold;18;4973,923;10
SF3;gql;Q05;cold;19;5024,290;10
