scale_factor;engine;query;cache_mode;run_index;elapsed_ms;record_count
SF1;neo4j;Q06;warm;23;1340,444;10
SF1;neo4j;Q06;warm;24;1237,815;10
SF1;neo4j;Q06;warm;25;1273,680;10
SF1;neo4j;Q06;warm;26;1274,231;10
SF1;neo4j;Q06;warm;27;1268,251;10
SF1;neo4j;Q06;warm;28;1275,620;10
SF1;neo4j;Q06;warm;29;1351,735;10
SF1;neo4j;Q06;warm;30;1391,801;10
SF1;gql;Q06;warm;1;1237,852;10
SF1;gql;Q06;warm;2;1322,627;10
SF1;gql;Q06;warm;3;1275,282;10
SF1;gql;Q06;warm;4;1248,620;10
SF1;gql;Q06;warm;5;1249,920;10
SF1;gql;Q06;warm;6;1444,733;10
SF1;gql;Q06;warm;7;1249,670;10
SF1;gql;Q06;warm;8;1313,465;10
SF1;gql;Q06;warm;9;1334,102;10
SF1;gql;Q06;warm;10;1332,211;10
SF1;gql;Q06;warm;11;1248,310;10
SF1;gql;Q06;warm;12;1308,807;10
SF1;gql;Q06;warm;13;1282,567;10
SF1;gql;Q06;warm;14;1262,650;10
SF1;gql;Q06;warm;15;1233,788;10
SF1;gql;Q06;warm;16;1249,282;10
SF1;gql;Q06;warm;17;1301,465;10
SF1;gql;Q06;warm;18;1246,276;10
SF1;gql;Q06;warm;19;1265,323;10
SF1;gql;Q06;warm;20;1264,350;10
SF1;gql;Q06;warm;21;1268,771;10
SF1;gql;Q06;warm;22;1302,661;10
SF1;gql;Q06;warm;23;1290,148;10
SF1;gql;Q06;warm;24;1262,602;10
SF1;gql;Q06;warm;25;1264,016;10
SF1;gql;Q06;warm;26;1238,557;10
SF1;gql;Q06;warm;27;1300,751;10
SF1;gql;Q06;warm;28;1233,126;10
SF1;gql;Q06;warm;29;1227,102;10
SF1;gql;Q06;warm;30;1249,294;10
SF1;fuseki;Q07;warm;1;12920,245;10
SF1;fuseki;Q07;warm;2;12746,115;10
SF1;fuseki;Q07;warm;3;12777,894;10
SF1;fuseki;Q07;warm;4;12922,217;10
SF1;fuseki;Q07;warm;5;12752,680;10
SF1;fuseki;Q07;warm;6;13033,681;10
SF1;fuseki;Q07;warm;7;12968,735;10
SF1;fuseki;Q07;warm;8;12979,128;10
SF1;fuseki;Q07;warm;9;13038,119;10
SF1;fuseki;Q07;warm;10;12778,775;10
SF1;fuseki;Q07;warm;11;13024,094;10
SF1;fuseki;Q07;warm;12;12817,887;10
SF1;fuseki;Q07;warm;13;12965,749;10
SF1;fuseki;Q07;warm;14;13150,956;10
SF1;fuseki;Q07;warm;15;12796,139;10
SF1;fuseki;Q07;warm;16;12878,703;10
SF1;fuseki;Q07;warm;17;12791,629;10
SF1;fuseki;Q07;warm;18;13092,963;10
SF1;fuseki;Q07;warm;19;12777,220;10
SF1;fuseki;Q07;warm;20;13038,130;10
SF1;fuseki;Q07;warm;21;14325,395;10
SF1;fuseki;Q07;warm;22;14407,266;10
SF1;fuseki;Q07;warm;23;15581,092;10
SF1;fuseki;Q07;warm;24;12928,974;10
SF1;fuseki;Q07;warm;25;12884,286;10
SF1;fuseki;Q07;warm;26;12851,571;10
SF1;fuseki;Q07;warm;27;12933,488;10
SF1;fuseki;Q07;warm;28;12986,035;10
SF1;fuseki;Q07;warm;29;12907,636;10
SF1;fuseki;Q07;warm;30;12881,394;10
SF1;neo4j;Q07;warm;1;6,012;10
SF1;neo4j;Q07;warm;2;6,099;10
SF1;neo4j;Q07;warm;3;5,782;10
SF1;neo4j;Q07;warm;4;5,118;10
SF1;neo4j;Q07;warm;5;5,914;10
SF1;neo4j;Q07;warm;6;5,710;10
SF1;neo4j;Q07;warm;7;4,297;10
SF1;neo4j;Q07;warm;8;7,062;10
SF1;neo4j;Q07;warm;9;6,520;10
